Sr No,Member Id,Unit Name,Contact Person,Chapter,Category
1283,2346,Dipali Chemicals,"Pradeep Dadu, Naresh Gupta",Unnao,CHEMICAL & PETROLEUM
1284,2347,Saroj Industries,Uday Raj Yadav,Unnao,CHEMICAL & PETROLEUM
1285,2349,G. B. S. Tannery,Dr. M. Ishak,Unnao,FOOTWEAR & LEATHER
1286,2351,Indagro Foods Pvt. Ltd.,Javed,Unnao,AGRO & FOOD PROCESSING
1287,2352,ACI Oils Pvt. Ltd,Ashok Garg,Unnao,AGRO & FOOD PROCESSING
1288,2353,Calico Trands,Farhan Ajmal,Unnao,FOOTWEAR & LEATHER
1289,2355,Khanna Polyrib Pvt. Ltd.,Arun Khanna,Unnao,PLASTIC & PLASTIC PRODUCTS
1290,2356,Kings International Ltd.,Moh.Taj Alam,Unnao,FOOTWEAR & LEATHER
1291,2359,MAYFAIR LEATHER EXPORTS LTD.,Mohd. Tarik Jamal,Unnao,FOOTWEAR & LEATHER
1292,2362,Euro Footwear Pvt.Ltd.,Mahboob Rahman,Unnao,FOOTWEAR & LEATHER
1293,2363,Tirupati Staionery Pvt. Ltd.,A.K.Agarwal,Unnao,"PAPER, PRINTING & PUBLISHING"
1294,2364,Model Exims,Maqsood Alam,Unnao,FOOTWEAR & LEATHER
1295,2366,Raj Steels,G.N. Mishra,Unnao,METAL
1296,2369,RESINOVA CHEMIE LTD,"Vijay Parikh, Rajesh Diwedi",Unnao,CHEMICAL & PETROLEUM
1297,2370,Rekan Industries Ltd.,Kanti Mohan Gupta,Unnao,PLASTIC & PLASTIC PRODUCTS
1298,2372,S. R. P. ADHESIVES PVT.LTD.,Sandeep Shukla,Unnao,BUILDING & CONSTRUCTION MATERIALS
1299,2373,Super House Ltd.,M. Amin/ A K Agarwal,Unnao,FOOTWEAR & LEATHER
1300,2376,"Amin Tannery Limited, ",Wakarul Amin,Unnao,FOOTWEAR & LEATHER
,,,,,
1301,2381,Unnao Distilleties & Breveries Limited,S  Mazoomdar,Unnao,AGRO & FOOD PROCESSING
1302,2384,Aroa Tankers & Transport Corporation,Manohar Singh Arora,Unnao,SERVICE
1303,2386,Anjul Steel Traders,Anjul Kumar,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
1304,2387,Bharat Exports,Tejpal Khurana,Kanpur,
1305,2389,Everest Tannery ( P ) Ltd.,Mansoor Ahmad,Kanpur,
1306,2390,Grow More International Leather Pvt. Ltd.,Mr. Yadvendra Singh,Kanpur,FOOTWEAR & LEATHER
1307,2391,Kishan Lal Lakhotia Agro Sorter Pvt. Ltd.,Madan Lal Lakhotia,Kanpur,
1308,2395,Swastic Sindoor Products,Raj Kishore Gupta,Kanpur,
1309,2397,Gel O Kare,"Ashwani Kr. Verma, Director",Lucknow,PHARMACEUTICAL & MEDICAL PRODUCTS
1310,2401,Allahabad Enterprises Pvt. Ltd.,Vishal Mohan,Prayagraj,ENGINEERING COMPONENTS & SUPPLIES
1311,2402,L.D.C. Institute of Technical Studies,Sanjaygupta,Prayagraj,SERVICE
1312,2403,Commercial Auto Sales Pvt. Ltd.,"Sanskar Gupta, Director",Prayagraj,AUTOMOBILE & AUTO PARTS
1313,2404,S.B.W Ltd.,Vidup Agrahari,Prayagraj,
1314,2405,Goel Housing Construction,Amit Goel,Prayagraj,AGRICULTURE  IMPLEMENTS  &  MACHINERY
1315,2406,Image Scan,"Neeraj Bhargava, Proprietor",Prayagraj,
1316,2408,Shree Baidyanath Ayurved Bhawan Pvt. Ltd.,Sanjay Sharma ,Prayagraj,PHARMACEUTICAL & MEDICAL PRODUCTS
1317,2409,IVS Foods ( P ) Ltd.,"Shahnawaz Ahmad, Managing Director",Amethi,AGRO & FOOD PROCESSING
1318,2410,Nafis Engg. Works Pvt. Ltd.,"Mohd. Nafis, Managing Director",Amethi,METAL
1319,2412,Sagar Food Products,Javed Ahmad ,Amethi,AGRO & FOOD PROCESSING
1320,2422,Raj Exports,Manish Dhawan,Kanpur,
1321,2424,Sachdeva Brothers,Tushar Sachdeva,Kanpur,MACHINERY EQUIPMENTS
1322,2426,Sucheta Enterprises,Mrs. Sucheta Wahi,Kanpur,FOOTWEAR & LEATHER
1323,2430,The Plastic Factory,Jagdish Kumar,Kanpur,PLASTIC & PLASTIC PRODUCTS
1324,2431,Torpedo Shoes Pvt. Ltd.,Ahmad Ahsan,Kanpur,
1325,2435,Singhal Brothers,Yogendra Singhal,Agra,AGRICULTURE  IMPLEMENTS  &  MACHINERY
1326,2439,Ajanta Dairy,K. L. Agarwal,Agra,AGRO & FOOD PROCESSING
1327,2441,Anupam Infrastructures & Land Development Pvt. Ltd,Inder Chand Jain,Agra,BUILDING & CONSTRUCTION MATERIALS
1328,2442,Advance Technis & Electronics,Sanjay Goyal,Agra,ELECTRICAL & ELECTRONICS
1329,2445,Anjani Enterprises,"Bishan Garg, Sanjay Garg",Agra,AGRICULTURE  IMPLEMENTS  &  MACHINERY
1330,2448,Weave Spares,R K Srivastava,Kanpur,
1331,2453,Solar Chemicals Pvt. Ltd.,Juhi Manglik,Kanpur,BUILDING & CONSTRUCTION MATERIALS
1332,2454,Thermoline Engineers,Pranav Kr. Khare,Kanpur,HANDICRAFT &GIFTS
1333,2455,Sabarwal Ice & Cold Storage,Ritesh Sabarwal,Kanpur,
1334,2457,Shanker Metal Works,Ajay Gupta,Kanpur,
1335,2458,Sunny Trading Corporation,Rajeev Agarwal,Kanpur,
1336,2459,Radient Pharma,Dr. Sanjeev Srivastava,Kanpur,
1337,2460,Raj Brothers,Dharm Raj Katiyar,Kanpur,
1338,2461,Perfect Packaging,REEMA  Joshi,Kanpur,
1339,2462,Shri Prakash Pharmaceuticals,Dr. S C Gupta,Kanpur,
1340,2463,Kumar Wires & Conductors ( P ) Ltd,"Jitendra Kumar Sharaff, Director",Kanpur,
1341,2464,Knitwell Industries,"Md. Taiyab, Md. Tahir",Kanpur,
1342,2469,Hevy Chemicals,S K Asthana,Kanpur,
1343,2470,Garg Silico Chemicals,"Sanjay Garg, Rahul Garg",Kanpur,
1344,2471,G. G. Corporation ,Mr. Akhilesh Garg ,Kanpur,TEXTILE & GARMENTS
1345,2473,Bentley Automotive Pvt. Ltd.,Govind Sachan / Anuj Sachan,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
1346,2479,Shining Engg. Works (Foundry),Mukesh Agarwal,Agra,ENGINEERING COMPONENTS & SUPPLIES
1347,2481,Bombay Engineering & Moulding Works,Uma Kant Agarwal,Agra,ENGINEERING COMPONENTS & SUPPLIES
1348,2483,Bajrang Iron Foundry,"Ashok Goyal, Rajeev Agarwal, Sadhna Agarwal",Agra,PACKAGING
1349,2485,S.G. Industrial Unit-I,Navneet Singhal,Agra,ENGINEERING COMPONENTS & SUPPLIES
1350,2488,Shree Sheetal Udyog,Mukesh Kr. Jain,Agra,AGRICULTURE  IMPLEMENTS  &  MACHINERY
,,,,,
1351,2489,S. L. Agarwal Fertilizers,Mukesh Agarwal,Agra,AGRO CHEMICAL & FERTILISERS
1352,2490,Cosmo Wire Product,Suresh Bansal,Agra,MACHINERY EQUIPMENTS
1353,2491,Kiranotics India,Mukesh Kr. Agarwal,Agra,ELECTRICAL & ELECTRONICS
1354,2492,Devi Sahai Gopal Dass,"Amar Mittal, Anil Mittal",Agra,ENGINEERING COMPONENTS & SUPPLIES
1355,2494,Anna Infrastructure Limited,K.C. Jain,Agra,BUILDING & CONSTRUCTION MATERIALS
1356,2495,Narendra Roadlines Pvt. Ltd.,Harimohan Garg,Agra,SERVICE
1357,2497,Anil K. Sehgal & Co.,Anil Kumar Sehgal,Agra,SERVICE
1358,2498,G T Cold Storage Pvt. Ltd.,Rajesh Goyal,Agra,AGRO & FOOD PROCESSING
1359,2499,Goyal Stones Pvt. Ltd.,Vimal Kumar Goyal,Agra,
1360,2504,Amar Enterprises,Sanjeev Kr. Agarwal,Agra,ENGINEERING COMPONENTS & SUPPLIES
1361,2506,Bhartiya Generators,Satish Agarwal,Agra,ELECTRICAL & ELECTRONICS
1362,2508,Shree Bankey Behari Udyog,Rakesh Agarwal,Agra,
1363,2512,Kansal Iron Foundry,Sanjeev Kansal,Agra,ENGINEERING COMPONENTS & SUPPLIES
1364,2513,SAI PACK,Ankit Garg,Sikandrabad,PACKAGING
1365,2517,Prakash Diesels Pvt. Ltd.,"Pramod Garg, Mukesh Garg, Rakesh Garg",Agra,ELECTRICAL & ELECTRONICS
1366,2518,Pankaj Garg & Company,Pankaj Garg,Agra,SERVICE
1367,2521,National Star Handmade Paper & Mill Board,Sh. Dve Dutt Dhiman,Muzaffarnagar,"PAPER, PRINTING & PUBLISHING"
1368,2523,Tirupaty Industries,Manoj Kumar,Muzaffarnagar,PLASTIC & PLASTIC PRODUCTS
1369,2524,Hazi Anwar Bone Mills,Muniba Begam,Muzaffarnagar,MISCELLANEOUS
1370,2525,Nives Port Folio,Amit kumar,Muzaffarnagar,SERVICE
1371,2526,Uttrakhand Ethyle Chemical P Ltd,Abhishek Sharma,Muzaffarnagar,"PAPER, PRINTING & PUBLISHING"
1372,2528,Prarthna Poly Pack,Sunil Bhandari,Muzaffarnagar,PLASTIC & PLASTIC PRODUCTS
1373,2529,Sweet Corners,Mukesh Bindal,Muzaffarnagar,AGRO & FOOD PROCESSING
1374,2530,Shree Casting,Rahul Aggarwal,Muzaffarnagar,ENGINEERING COMPONENTS & SUPPLIES
1375,2531,Mittal Constructions,Rohit Mittal,Muzaffarnagar,SERVICE
1376,2533,Sultan Safe Industries,Mr. Zeeshan,Muzaffarnagar,FURNITURE & FURNISHINGS
1377,2535,Bindals  Papers Mills Ltd.,Mayank Bindal,Muzaffarnagar,"PAPER, PRINTING & PUBLISHING"
1378,2537,AFZAL TIMBER STORE,Md. Iqbal,Lucknow,WOOD  & WOOD PROUCTS
1379,2538,A.M.S. Narula Labels Pvt. Ltd.,Virendra Narula,Noida,MISCELLANEOUS
1380,2542,J.K.Cables Limited,Kapil Chugh,Noida,ELECTRICAL & ELECTRONICS
1381,2545,B M Iron Foundry,"Virendra Singhal, Mahendra Singhal, Neerja Singhal, Manju Singhal",Agra,ENGINEERING COMPONENTS & SUPPLIES
1382,2548,Chandra Metal Industries,Abhishek Jain,Agra,ELECTRICAL & ELECTRONICS
1383,2549,Detchem Minerals Corporation,J.P.Sharma,Noida,METAL
1384,2550,Taj Trade Mark Agency,"Prabhat Arora, Naveen Arora, Madan Arora",Agra,SERVICE
1385,2554,Oven Man Industries Co.,Fayyaz Ahmad Khan,Ayodhya,AGRO & FOOD PROCESSING
1386,2556,Navdurga Agriculture  Equipment,Salikram Jaiswal,Ayodhya,AGRICULTURE  IMPLEMENTS  &  MACHINERY
1387,2558,Tibrewal Chemicals,Kishor Kumar,Ayodhya,AGRO CHEMICAL & FERTILISERS
1388,2562,Rust - O - Chem (India),Mr. vikash Agarwal,Kanpur,
1389,2563,New Diamond Chemicals,Mr. Amit Ghandhi,Kanpur,CHEMICAL & PETROLEUM
1390,2565,WELDONIC SALES AGENCIES,MR. AMIT JAIN,Kanpur,
1391,2567,R.K.INDUSTRIES,MR. RAM PRAKASH,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
1392,2568,Azmi Plywood ,Shakeel Ahmad,Azamgarh,WOOD  & WOOD PROUCTS
1393,2569,"UVIRAJ GLOBAL (P) LTD.,",MR. RAJEEV KOHLI,Kanpur,MISCELLANEOUS
1394,2573,KHUSHBOO PROFILE CUTTERS (P) LTD,MR. AJAY KR. AGARWAL,Kanpur,
1395,2576,RAJ INDUSTRIES,MR. RAJESH KUMAR,Kanpur,
1396,2577,"SHREE BHAWANI PRINTS & LAMINATERS PVT. LTD.,",MR. ARPIT JAIN,Kanpur,
1397,2578,AGRA SWEETS,MR. VIKASH KHANDELWAL,Kanpur,
1398,2580,VISHWAKARMA CORPORATION,MR. ANKIT SRIVASTAVA,Kanpur,MACHINERY EQUIPMENTS
1399,2582,Chintamani Industries,Rajau Jain,Kanpur,
1400,2584,Siddartha Packagers,Navin Kumar Jain,Kanpur,PACKAGING
,,,,,
1401,2585,Victor -G- & Conmany,Mr. S.B.S. Bhatia ,Kanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
1402,2588,"Glory Paints Pvt. Ltd.,",Mr. Ravi Kapoor / ANSHU KAPOOR,Kanpur,PAINTS & VARNISHES
1403,2591,Kartar Textiles,Mr. Kishore Varyani,Kanpur,
1404,2592,DAMINI FOOD PRODUCTS,Mr. Ashutosh Arora,Kanpur,AGRO & FOOD PROCESSING
1405,2593,Delux Petro Chem (India),Mr. Pankaj Puri,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
1406,2594,Print Home,Mr. Tushar Sahajwani,Kanpur,
1407,2597,Laxmi Industrial Corporation,Mr. S. N. Tiwari,Kanpur,
1408,2599,Ramesh Enterprises,Mr. Ramesh Kumar,Kanpur,
1409,2600,"Hemkunt Timber Ltd.,",Mr. Narendar singh Bagga,Kanpur,
1410,2603,Shree Grand Auto,Ankit Gupta,Prayagraj,SERVICE
1411,2604,Cent Percent Food Products,"Divyanshu Poddar, Partner",Prayagraj,AGRO & FOOD PROCESSING
1412,2607,KAY CEE AUTOMOBILES,Abhishek Agarwal,Prayagraj,AUTOMOBILE & AUTO PARTS
1413,2613,Rajat industries,d. c. verma,Kanpur,
1414,2615,milap industries,ved prakesh bhatia,Kanpur,
1415,2616,laxmi paint & coasting,sushil kumar verma,Kanpur,
1416,2617,laxmi packing,uttam bhatia,Kanpur,
1417,2618,M/s Jyoti Traders ,prakesh bhagav,Kanpur,PACKAGING
1418,2622,namo namah exim p. ltd.,raj kumar ahuja,Kanpur,
1419,2623,navjeet industries,mr. ashish kumar agarwal,Kanpur,
1420,2625,Nanda electrical enterprises,Rajendra singh nanda,Kanpur,ELECTRICAL & ELECTRONICS
1421,2627,singhasini heavy machines&chemical plants (india) works.,sandeep srivastav,Kanpur,
1422,2629,THE CITY CLUB PVT. LTD,Mr.Sunil Khanna,Kanpur,HANDICRAFT &GIFTS
1423,2631,"Sanghavi Shoe Accessories (P) Ltd., ",K. H. saghani,Kanpur,FOOTWEAR & LEATHER
1424,2632,Accurate Moulders ,Rajan Sharma,Kanpur,PLASTIC & PLASTIC PRODUCTS
1425,2633,allied laeatherfinishers p. ltd.,naushad azmai,Kanpur,
1426,2634,"kanpur cair products (p) ltd.,",mr. manoj agarwal,Kanpur,
1427,2635,shri Om Krishi Yantra Udyog ,Mr. Bansi Dhar Ahuja ,Kanpur,MACHINERY EQUIPMENTS
1428,2636,Spark Fibers,Smt. Archana Prahladka,Kanpur,TEXTILE & GARMENTS
1429,2638,maruti nandan road lines,mr. gopal agarwal,Kanpur,
1430,2640,satvik enterprises,mr. sanjeev chaddha,Kanpur,
1431,2645,Sunrise Packaging ,RAJEEV CHORA,Kanpur,PACKAGING
1432,2649,"Tanbro Packaging Pvt. Ltd.,",Mr. O.P. Taneja,Kanpur,PACKAGING
1433,2651,"technopharm pvt. ltd.,",Mr. Arun Bhatia,Kanpur,
1434,2652,Usha Hosiery,Mr. Sandeep Kumar Sharma,Kanpur,
1435,2653,"vaml advertising and marketing (p) Ltd.,",Mr. Gopla Dubedi,Kanpur,SERVICE
1436,2655,THE PACKINGS INDIA,Mr. Gyanendra Gupta,Kanpur,PACKAGING
1437,2656,"Radhika Casting Pvt. Ltd.,",Mr. Rajeev Singh,Kanpur,
1438,2657,R.S. Traders,Mr. Rajesh Duggal,Kanpur,
1439,2659,PRABHAKAR GRAMODYOG SEWA SANSTHAN,MR. MAHENDRA OMAR,Kanpur,
1440,2661,"PANEM INDUSTRIES  PVT. LTD.,",SUNIL KATYAL / PRADEEP NEMANI,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
1441,2663,"J. S. PACKERS PVT. LTD.,",MR. RAJ AGARWAL,Kanpur,PACKAGING
1442,2665,ESSAR INTERNATIONAL,MR. PANKAJ MANI SRIVASTAVA,Kanpur,
1443,2669,"BHAGWANTI RUBBER & ALLIED PRODUCTS (P) LTD.,",MR. H.D. RUPANI,Kanpur,RUBBER & RUBBER PRODUCTS
1444,2673,SUPER PLASTIC INDUSTRIES,"MR, NAJMUL HASAN",Kanpur,
1445,2678,LAXMI ENTERPRISES,MR. RAM KISHOR SHARMA,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
1446,2680,R.S. DALL MILLS,MR. ANIL GUPTA,Kanpur,
1447,2681,Shagni Laserprints,Mr.Dhrupesh Shah,Kanpur,
1448,2683,Avon Food Products,Mr. Vikash agarwal,Kanpur,
1449,2684,NIRBHAY INDUSTRIES,MR. NIRBHAY SINGH,Kanpur,TEXTILE & GARMENTS
1450,2687,M. R. PRODUCTS,Pradeep Motani,Kanpur,AGRO & FOOD PROCESSING
,,,,,
1451,2693,K.P. MANUFACTURING,S.K. VAID,Kanpur,
1452,2694,Azad Welding Works,Mohd. Wasiq Azad,Bulandshahar,ENGINEERING COMPONENTS & SUPPLIES
1453,2695,Rinku Electrical Workshop,Sanjay Gaur,Bulandshahar,ELECTRICAL & ELECTRONICS
1454,2696,Rama Engineering Works,"Anil Kumar Garg, Ankur Garg, Anubha Garg",Bulandshahar,ELECTRICAL & ELECTRONICS
1455,2697,Kejriwal Metal Industries (India),Vishwa Nath Kejriwal,Bulandshahar,ENGINEERING COMPONENTS & SUPPLIES
1456,2698,Laxmi Metal Industries,Sr. Ajeet Singh Ji,Bulandshahar,METAL
1457,2699,Durga Metal Works,"Gurmeet Singh, Kulvinder Kaur",Bulandshahar,METAL
1458,2700,Speed Battery,Anil Gupta,Bulandshahar,ELECTRICAL & ELECTRONICS
1459,2701,Bulandshahar Roller Flour Mills(P) Ltd.,"Mr. Dinesh Goel(M.D.), Mr. Mohit Goel(D)",Bulandshahar,AGRO & FOOD PROCESSING
1460,2702,Prashant Enterprises,Prashant,Bulandshahar,MACHINERY EQUIPMENTS
1461,2703,Mohan Dairy,Brij Mohan Agarwal,Bulandshahar,AGRO & FOOD PROCESSING
1462,2704,Rama Dairy,Sanjeev Kumar,Bulandshahar,AGRO & FOOD PROCESSING
1463,2705,Power India Industry,Mrs. Suman Rrivedi,Bulandshahar,FURNITURE & FURNISHINGS
1464,2706,Friends Refrigeration Manufacturers,"Tushar Kant Jindal, Abhishek Jindal",Bulandshahar,SERVICE
1465,2707,Sarvoch India Corporation,Arun Kumar Garg,Bulandshahar,ELECTRICAL & ELECTRONICS
1466,2708,S.G.Electricals,Mahesh Sharma,Dehradoon ( Uttarakhand ),ELECTRICAL & ELECTRONICS
1467,2710,Swad Food India Product,Krishan Kr. Agarwal,Dehradoon ( Uttarakhand ),AGRO & FOOD PROCESSING
1468,2711,Singhal Polypacks Pvt. Ltd.,Naresh Bansal,Dehradoon ( Uttarakhand ),PLASTIC & PLASTIC PRODUCTS
1469,2712,Sharpedge Handicraft,Irshad Khan,Dehradoon ( Uttarakhand ),HANDICRAFT &GIFTS
1470,2713,Shagun Industries,Rajiv Agarwal,Dehradoon ( Uttarakhand ),AGRO & FOOD PROCESSING
1471,2714,Satlaj Oil & General Mills,Kulbhushan Agarwal,Dehradoon ( Uttarakhand ),AGRO & FOOD PROCESSING
1472,2715,Doon Kitechen Equipments,Sunil Jain,Dehradoon ( Uttarakhand ),MACHINERY EQUIPMENTS
1473,2716,Whale Graphics(I) Pvt. Ltd.,Mukesh Gupta,Dehradoon ( Uttarakhand ),"PAPER, PRINTING & PUBLISHING"
1474,2717,Henna Export Corporation,Jitender Gupta,Dehradoon ( Uttarakhand ),COSMETIC & PERFUMES
1475,2718,Flawless Diamond India Ltd.,Bhawar U. Jain,Dehradoon ( Uttarakhand ),GEMS & JEWELRY
1476,2719,Accura Bikes Pvt. Ltd.,Girish Karnavat,Dehradoon ( Uttarakhand ),AUTOMOBILE & AUTO PARTS
1477,2720,Regent Healthcare Ltd.,Vivek Bhai,Dehradoon ( Uttarakhand ),PHARMACEUTICAL & MEDICAL PRODUCTS
1478,2721,Siddhi Foils,Udhav Kejriwal,Dehradoon ( Uttarakhand ),METAL
1479,2722,J.P. Electrical Industries,Anand Kumar Pandey,Dehradoon ( Uttarakhand ),ELECTRICAL & ELECTRONICS
1480,2723,Astha Packaging Pvt. Ltd.,Jayant M. Badari,Dehradoon ( Uttarakhand ),PACKAGING
1481,2724,Pal Power,Sunil Agarwal,Dehradoon ( Uttarakhand ),METAL
1482,2725,Sunshine Industries,Pankaj Gupta,Dehradoon ( Uttarakhand ),ELECTRICAL & ELECTRONICS
1483,2726,Uttaranchal Forging Industries,Suresh Dixit,Dehradoon ( Uttarakhand ),METAL
1484,2730,ASHOKA BOX INDUSTRIES,LALIT KAPOOR,Moradabad,PACKAGING
1485,2731,DIGVIJAY EXPORTS,ANURAG AGARWAL,Moradabad,METAL
1486,2734,INDART EXPORTS,SAYYED AHMAD,Moradabad,METAL
1487,2735,NATIONAL PACKAGING INDUSTRIES,RAJESH MEHANDIRATTA,Moradabad,PACKAGING
1488,2740,GAYATRI INTERNATIONAL,NEERAJ VISHNOI,Moradabad,CHEMICAL & PETROLEUM
1489,2741,ROYAL INDIA,ASHISH BANSAL,Moradabad,METAL
1490,2747,PARKLAND EXPORTS,SANJAY GUPTA,Moradabad,METAL
1491,2748,TEMPTATION,KARAN VEER SINGH,Moradabad,MISCELLANEOUS
1492,2749,SAINIK ENTERPRISES,VINAY MANGLA,Moradabad,METAL
1493,2751,SUNSHINE PACKERS,MAHIMA CHANDOK,Moradabad,PACKAGING
1494,2753,BANKEY BRASS PRODUCTS,KAMAL GUPTA,Moradabad,METAL
1495,2756,Star Plywood Industries,"Usman Ahmad, Naim Ahmad",Nainital ,
1496,2757,Parvatiya Gram Udyog Vikas Samiti Sansthan,O.P. Saraswat,Nainital ,
1497,2759,Aryavart Paper Mills Ltd.,Sanjeev,Nainital ,"PAPER, PRINTING & PUBLISHING"
1498,2760,Woodcrafters,Salal Gupta,Nainital ,WOOD  & WOOD PROUCTS
1499,2761,New India Match Company,"Usman Ahmad, Naim Ahmad",Nainital ,"PAPER, PRINTING & PUBLISHING"
1500,2762,Northern Plywood Product,Sandeep Gupta,Nainital ,WOOD  & WOOD PROUCTS
,,,,,
1501,2767,SHRI BALA JI BATTERIES,MR. SURESH ARORA,Kanpur,METAL
1502,2768,R. A. PHARMACEUTICALs,DINESH GUPTA,Kanpur,
1503,2771,JYOTISHRI PHARMACEUTICALS,MR. ANAND KUMAR,Kanpur,
1504,2775,S K Tack & Feeds,Mr.Satyam Kapoor,Kanpur,
1505,2776,Sapna Enterprises,Vikash Agarwal,Kanpur,"PAPER, PRINTING & PUBLISHING"
1506,2779,Aggarwal Steel Traders,Rakesh Kum.,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
1507,2782,Apollo Homo Pharmacy,Vinay Kumar,Barabanki,
1508,2783,Sumod Flour Mills Pvt. Ltd.,Pramod Kumar Vaish,Barabanki,AGRO & FOOD PROCESSING
1509,2784,Akhil Associates,Vipin Mishra,Barabanki,
1510,2786,KHAN WELDING WORKS,MR. PARVEEN BHATIA,Kanpur,
1511,2788,D.K. FOOD PRODUCTS,MR. DINESH KUMAR BAJAJ,Kanpur,
1512,2789,AMA Herbal Laboratories Pvt. Ltd. ,Yawer Ali Shah ,Lucknow,COSMETIC & PERFUMES
1513,2791,Satyam Industries,Dileep Satija,Barabanki,SOAP & DETERGENT
1514,2794,BANKE BEHARI CHEMICALS PVT. LTD.,"Mukesh Kumar, Arpit Agarwal",Lucknow,MISCELLANEOUS
1515,2796,"Precitex Equipments Pvt. Ltd.,",Mr. Sushil Sharma,Kanpur,MACHINERY EQUIPMENTS
1516,2798,Rahul Engineering Works,Mr. Ramnaresh Chaurasia,Kanpur,
1517,2799,GYAN'S VEGETARIAN CATRING SERVICE,Mr. Harpreet Singh Bhatia,Kanpur,SERVICE
1518,2800,Amar Packagers,Mr. Amarjit Singh Dhawan,Kanpur,PACKAGING
1519,2801,Gajanan Pumps & Systems Pvt. Ltd, Neeraj Malhotra,Kanpur,ELECTRICAL & ELECTRONICS
1520,2802,saba Exports,Mr.Ishrat Ishtiaque,Kanpur,MISCELLANEOUS
1521,2805,Chahat Metal Woks,Mr. Indra Pal,Kanpur,
1522,2809,Vyom Traders,Vipin Gupta,Rampur,PHARMACEUTICAL & MEDICAL PRODUCTS
1523,2812,Unique Allied & Chemicals,"Sanjiv Gupta, Manoj Gupta",Rampur,PHARMACEUTICAL & MEDICAL PRODUCTS
1524,2813,Amar Jyoti food Products,"Raju Gupta, Vijay Garg",Rampur,AGRO & FOOD PROCESSING
1525,2814,S. S. Chemicals,Arvind Agarwal,Rampur,PHARMACEUTICAL & MEDICAL PRODUCTS
1526,2816,Varun Steel Process,Prakash Chandra,Rampur,METAL
1527,2818,S.J. Transformers,Sanjog Jain,Rampur,ELECTRICAL & ELECTRONICS
1528,2819,Swastik Solvent Products (I) Ltd.,Ajay Agarwal,Rampur,PHARMACEUTICAL & MEDICAL PRODUCTS
1529,2820,Shriram Switch & Gears,Akash Khandelwal,Rampur,ELECTRICAL & ELECTRONICS
1530,2821,Eskay Boottling Concept,Sanjay Agarwal,Rampur,MISCELLANEOUS
1531,2824,Kanpur Classic the Remoware Pvt. Ltd. ,Shri Kumar Arora,Kanpur Dehat,PLASTIC & PLASTIC PRODUCTS
1532,2826,Shri Bhagwat Chemicals,Manish Kumar Sharma,Kanpur Dehat,SOAP & DETERGENT
1533,2828,Premier Suiting Pvt. Ltd.,Vipul Jain,Kanpur Dehat,TEXTILE & GARMENTS
1534,2829,RUCHI ORGANICS LTD.,Mr.Raj Kumar Seth,Kanpur Dehat,CHEMICAL & PETROLEUM
1535,2833,M.B. Door Industries,Ramesh Midha,Rampur,WOOD  & WOOD PROUCTS
1536,2837,Aditya Enterprises Pvt. Ltd.,Archana Gupta,Kanpur Dehat,WOOD  & WOOD PROUCTS
1537,2839,Premier Ispat Ltd.,Mr.Amit Jain,Kanpur Dehat,METAL
1538,2840,Shiv Mahima Deals Pvt. Ltd. ,Vinay Prakash Gupta,Kanpur Dehat,AGRO & FOOD PROCESSING
1539,2842,Raghav Metal Industries,Uday Pratap Singh,Kanpur Dehat,METAL
1540,2847,Mata Metal Works ,Deepak Kumar,Kanpur Dehat,METAL
1541,2848,Chinkat Led & Plastic Industries ,Mr. Jai Shankar Chaudhary,Kanpur Dehat,METAL
1542,2850,K V M Engineers Pvt. Ltd.,Vivek Kumar Yadav,Lucknow,AUTOMOBILE & AUTO PARTS
1543,2852,Goel Chemicals,Anand Agarwal,Head Office,AGRO CHEMICAL & FERTILISERS
1544,2859,p.n.gupta & sons,avinash gupta,Kanpur,TEXTILE & GARMENTS
1545,2860,nikhil industries,pulkit goyal,Kanpur,
1546,2861,VAISHNAVI ENTERPRISES,mukesh agarwal,Kanpur,"PAPER, PRINTING & PUBLISHING"
1547,2862,Amba Roto Moulded Containers Pvt.Ltd.,Bhupesh Kumar,Kanpur,
1548,2867,Sagar Engineering Works,Mr.Kapil muni Kushwala,Kanpur,
1549,2869,ACIS Laboratories,Dr. K.C. Bhasin,Kanpur,BICYCLES / RICKSHAW & COMPONENTS
1550,2870,"G.M. PAPER PRODUCTS CO.(P) LTD.,",SMT. Usha Gupta,Kanpur,PACKAGING
,,,,,
1551,2871,The Oriental Ins. Comp. Ltd.,Ashok Kr. Gupta,Hapur,
1552,2872,Unitech Engineers,A.C.Soti,Barabanki,ELECTRICAL & ELECTRONICS
1553,2873,Hindustan Scale CO. PVT.LTD.,owner,Kanpur,GEMS & JEWELRY
1554,2874,A C L Education Centre Pvt. Ltd.  ,Manish Malhotra  ,Lucknow,SERVICE
1555,2875,Industrial Power Accumulator ,Ajay Kumar Shah ,Azamgarh,ELECTRICAL & ELECTRONICS
